Anketin Tarihi,Anket Şirketi,Örneklem,AKP,CHP,BBP,YRP,MHP,IYI,DEVA,GP,SP,DP,YSP,TIP,ZP,MP,TDP,BTP,Diger
13/5/2023,Özdemir,3016,"38,3","23,8",0,0,"7,9","10,0",0,0,0,0,"11,1","1,9","2,0","2,2",0,0,"2,8"
12/5/2023,BETİMAR,5751,"38,7","23,8","0,4","1,6","7,8","10,2",0,0,0,0,"11,0","1,8","2,1","2,1",0,0,"0,5"
12/5/2023,Areda Survey[a 1],25000,"41,4","26,0","0,4","1,6","8,9","7,5",0,0,0,0,"9,2","1,5","1,9","1,1",0,0,"0,5"
12/5/2023,Aksoy[a 2],4000,"37,2","30,5",0,"1,2","6,9","9,1",0,0,0,0,"8,2","2,0","2,8","1,2",0,0,"0,9"
11/5/2023,ORC,3920,"34,5","28,4",0,0,"7,3","13,7",0,0,0,0,"10,6",0,0,0,0,0,"5,5"
11/5/2023,Optimar[a 3],5950,"38,0","27,7","1,0","1,3","8,7","8,4",0,0,0,0,"8,1","2,6","1,2","2,5",0,0,"0,5"
11/5/2023,Yöneylem,2476,"35,5","30,4",0,"1,1","7,8","9,6",0,0,0,0,"10,2","2,6","1,6",0,0,0,"1,2"
11/5/2023,MetroPOLL,2038,"40,3","30,5",0,0,"5,2","8,6",0,0,0,0,"10,1","1,6",0,"1,1",0,0,"2,6"
11/5/2023,Argetus,2568,"38,8","26,7",0,"1,1","8,8","9,1",0,0,0,0,"10,2","1,3",0,"1,6",0,0,"2,4"
11/5/2023,Remres,5411,"34,9","30,4","0,1","0,6","7,3","12,6",0,0,0,0,"9,2","1,8","1,1","1,3",0,0,"0,7"
9/5/2023,ADA,6500,"39,6","26,3",0,"1,5","9,7","7,2",0,0,0,0,"10,2","2,2",0,"1,4",0,0,"1,9"
9/5/2023,Area,3000,"36,8","30,0","0,2","1,2","8,3","8,6",0,0,0,0,"10,3","2,0","1,3","1,1",0,0,"0,2"
9/5/2023,İEA,5000,"36,7","30,6",0,"0,8","7,4","10,1",0,0,0,0,"9,1","1,4","1,5","1,1",0,0,"1,3"
9/5/2023,ALF,6000,"35,5","27,8",0,0,"7,8","12,3",0,0,0,0,"10,8",0,0,0,0,0,"5,8"
8/5/2023,İvem,4020,"40,6","29,6",0,0,"8,2","7,8",0,0,0,0,"9,9","1,0",0,"1,2",0,0,"1,7"
8/5/2023,Bulgu,2400,"34,2","32,8","0,4","1,3","5,8","9,9",0,0,0,0,"8,9","1,9","2,0","1,8",0,0,"1,0"
7/5/2023,Gezici,3577,"39,1","29,0",0,0,"6,3","8,0",0,0,0,0,"9,6","1,6","2,5","2,3",0,0,"1,6"
7/5/2023,KONDA,2480,"35,0","27,5",0,0,"8,0","12,4",0,0,0,0,"10,5","1,8",0,"1,6",0,0,"2,2"
7/5/2023,SAROS,8164,"36,6","31,5",0,"0,7","6,6","8,6",0,0,0,0,"11,9","1,3","0,7","0,7",0,0,"1,3"
5/5/2023,Avrasya,5600,"35,1","33,0","0,1","1,1","7,9","8,6",0,0,0,0,"9,7","1,5","0,9","1,1",0,0,"1,1"
4/5/2023,MAK,5750,"36,9","30,1","0,7","1,0","6,6","12,6",0,0,0,0,"10,4","0,4","0,4","0,9",0,0,1
1/5/2023,ORC,4000,"33,2","28,0","1,6","1,3","5,7","15,5",0,0,0,0,"9,6","2,0","0,2","1,9",0,0,3
30/04/2023,Yön09em,3000,"35,2","30,7","0,1","1,6","6,3","9,8",0,0,0,0,"9,3","3,6","1,4","1,5",0,0,2
30/04/2023,SAROS,7300,"38,7","32,8","0,1","1,0","5,9","7,9",0,0,0,0,"9,3","1,6","0,5","1,5",0,0,"3,8"
2/5/2023,ASAL,2500,"38,5","26,7","0,1","1,5","8,0","8,2",0,0,0,0,"9,4","1,8","0,2","2,1",0,0,"3,8"
29/04/2023,ADA,3200,"39,3","26,9","0,1","1,4","8,8","7,3",0,0,0,0,"9,2","2,4","0,2","2,5",0,0,"2,7"
29/04/2023,Opti03[a 1],3000,"38,6","30,1","1,0","1,0","7,7","7,0",0,0,0,0,"7,8","1,3","0,9","4,0",0,0,"0,7"
28/04/2023,Aksoy[a 2],1537,"34,7","32,1","0,1","0,1","6,8","9,0",0,0,0,0,"9,6","1,9","0,2","0,2",0,0,"5,9"
24/04/2023,Sosyo Politik,1569,"32,3","34,1","0,1","0,1","6,1","11,3",0,0,0,0,"11,7","1,1","2,0","1,4",0,0,0
27/04/2023,Areda Survey[a 3],1419,"41,3","26,0","0,4","1,5","8,8","7,0",0,0,0,0,"8,7","1,7","1,4","2,8",0,0,"0,4"
26/04/2023,TEAM,3054,"35,9","27,6","0,3","1,1","6,1","11,5",0,0,0,0,"11,2","1,2","0,2","3,0",0,0,"0,6"
15/04/2023,Bulgu,1500,"34,3","33,0","0,4","1,5","5,3","8,3",0,0,0,0,"9,4","1,6","0,4",4,0,0,"1,8"
25/04/2023,TÜSİAR,4224,"37,6","26,8","0,5","2,1","8,5","8,7",0,0,0,0,"9,3","1,8","1,0","2,6",0,0,"1,2"
25/04/2023,Artıbir,1500,"32,3","32,3","0,1","2,2","6,4","10,2",0,0,0,0,"11,9","1,3","0,3","3,1",0,0,"0,0"
22/04/2023,ORC,3920,"32,8","28,6","0,1","1,2","6,3","15,1",0,0,0,0,"9,3","1,4","0,9","2,7",0,0,"1,7"
20/04/2023,Areda Survey[a 1],1740,"41,1","25,4","0,4","1,5","8,8","6,9",0,0,0,0,"10,1","1,1","1,1","3,3",0,0,"0,3"
20/04/2023,Area,1027,"36,5","30,1","0,2","1,1","8,4","8,3",0,0,0,0,"10,7","1,5","0,2","1,6",0,0,"1,6"
16/04/2023,SONAR,4541,"38,2","24,2","0,1","0,0","7,1","13,4",0,0,0,0,"10,1","0,0","0,2","4,1",0,0,"2,9"
16/04/2023,Yön09em,2422,"35,8","30,4","0,1","0,5","7,4","9,2",0,0,0,0,"10,3","2,2","0,2","2,6",0,0,"1,6"
16/04/2023,MAK,5750,"35,8","29,1","1,2","1,4","7,2","11,7",0,0,0,0,"9,5","1,4","0,8","1,2",0,0,"0,7"
15/04/2023,HBS,5100,"35,5","27,5","0,1","0,0","7,5","12,9",0,0,0,0,"10,9","0,0","0,2","2,2",0,0,"3,5"
14/04/2023,Areda Survey[a 1],1013,"40,4","25,5","0,3","1,6","8,8","7,6",0,0,0,0,"10,3","0,9",1,"3,1",0,0,"0,5"
12/4/2023,ALF,2340,"33,1","30,2","0,1","0,0","6,6","13,2",0,0,0,0,"10,1","0,0","0,2","4,3",0,0,"2,5"
11/4/2023,ORC,5400,"31,6","28,5","1,6","0,0","6,2","14,3",0,0,0,0,"8,8","2,0","1,4","4,1",0,0,"1,5"
10/4/2023,Avrasya[a 2],2410,"34,4","33,3","0,1","0,0","6,8","9,2",0,0,0,0,"9,5","0,0","0,2","3,6",0,0,"3,2"
7/4/2023,Opti03,4745,"38,1","29,3","1,0","0,7","6,6","6,8",0,0,0,0,"9,2","1,9","0,8","3,8",0,0,"1,8"
15/04/2023,GENAR,500,"39,1","26,2",0,"1,6","7,3","7,4",0,0,0,0,"10,6","2,7","0,2","2,6",0,0,"2,5"
15/04/2023,Aksoy,1067,"31,1","30,6",0,"0,0","7,5","11,4",0,0,0,0,"10,5","2,5","0,2","0,2",0,0,"6,4"
3/4/2023,MetroPOLL,2610,"40,1","24,6","0,0","0,7","5,1","9,6","0,8","0,5","0,6","0,0","12,8","1,1","0,7","2,7","0,0","0,0","0,7"
3/4/2023,ASAL,2147,"38,8","23,2","0,7","1,3","7,4","8,9","0,8","0,5","0,6","0,0","10,3","1,2","0,9","4,2","0,0","0,0","1,2"
1/4/2023,Areda Survey[a 1],1847,"40,0","23,7","0,3","1,9","8,1","7,5","0,5","0,4","0,4","0,0","10,6","0,8","1,3","3,6","0,0","0,0","0,2"
15/04/2023,İEA,2000,"35,8","29,3","0,0","0,6","7,2","9,4","0,4","0,0","0,6","0,0","8,5","1,3","0,7","5,3","0,0","0,0","0,9"
15/04/2023,SAROS,1072,"37,8","26,4","0,4","0,3","6,3","8,5","1,4","0,6","0,1","0,3","11,8","0,7","0,4","2,5","0,0","0,0","2,4"
29/03/2023,Yön09em,2655,"35,0","27,6","0,0","1,1","6,3","9,5","0,9","0,0","0,0","0,0","9,3","3,3","1,0","4,5","0,0","0,0","1,5"
21/03/2023,Artıbir,1500,"31,1","27,9",0,"1,3","5,7","12,2","2,6","1,2",1,1,"11,6",1,"0,3","3,2",0,"0,9",0
20/03/2023,Yön09em,2400,"35,1","28,1",0,"1,6","6,9","9,3","0,5",1,1,1,"9,8","3,3","0,9","3,6",0,0,1
18/03/2023,Opti03,1916,"38,4","25,9","0,9",1,"7,7","7,8","0,3","0,3","0,3",0,"9,5","0,7","0,3","6,2",0,0,"0,4"
17/03/2023,Avrasya,2560,"29,1","31,9",0,"1,5",7,"10,5","2,1","0,8","0,9","0,5","10,2","1,6",1,"1,6",0,0,"1,3"
15/03/2023,Bulgu,1800,"32,7","26,8","0,1","0,7","7,1","12,5","0,9","0,2","0,9",1,"10,2","1,6","0,4","5,5",0,"0,2","0,2"
15/03/2023,ORC,4540,"28,1","28,3","1,6","1,2","6,3","11,7",2,"2,5",1,1,"9,3","1,5","1,5","2,3","1,3",1,"1,4"
15/03/2023,MAK,5750,"34,2",26,"0,4","1,3","6,3","13,6","2,1",1,"0,9","0,4","9,3",0,1,1,"0,1","1,2","1,2"
15/03/2023,Aksoy,1537,"31,8","27,8",0,0,"6,9","11,4","0,6","0,6","0,8",0,"10,3",0,"0,2",0,0,0,"9,7"
15/03/2023,SAROS,1082,"36,7","26,5",0,"0,8","6,1","10,5","1,3","0,5","0,6",0,"12,3","0,3","0,2",3,0,0,"1,4"
15/03/2023,GENAR,3000,"40,7","23,1",0,"1,4","7,6",7,0,0,0,0,"10,8","1,9","0,2","4,7",0,0,"2,8"
15/03/2023,Themis,1459,"27,5","30,8","0,2","2,2","3,6","9,7","2,4","1,1","1,1",0,"9,7","3,1","8,5","2,3","1,1",0,"0,2"
15/03/2023,Piar,1460,"30,8","32,3","0,1",0,"7,1","8,3","2,1","3,7",0,0,"11,6",0,"0,2","0,2",0,"1,8","2,3"
10/3/2023,ADA,3121,"40,2","24,2","0,1",2,"7,1","7,2","0,6",0,"0,4",0,"11,6","1,9","0,8","4,6",0,0,"1,4"
9/3/2023,İEA,2000,"35,4","27,4","0,1","1,3","5,9","10,3","0,7",0,"0,3",0,"9,8","1,5","1,1","5,6",0,0,"0,4"
8/3/2023,Aksoy,1537,31,"28,4","0,1",0,"7,2",12,"1,4","0,9","1,4",0,"9,5","1,1",0,"0,2",0,0,"6,3"
7/3/2023,ALF,1770,31,"31,8","0,1","1,9","6,5","8,9","1,5","1,3",0,0,"10,2",0,"1,6","2,2",0,0,2
27/02/2023,Areda Survey,3000,"38,5","22,8","0,1","1,6","10,1","10,4","0,9","0,4","0,6",0,"10,2","0,4","1,4","1,1","0,1",0,"1,2"
27/02/2023,ORC,4720,"29,1","23,5","0,1",1,"5,4","19,5","2,3","2,5",0,0,"9,3",0,2,"1,3","1,8",0,"3,5"
26/02/2023,Aksoy,1537,"32,1","27,3","0,1",0,"6,8","13,6","0,9","0,7","0,8",0,"9,3",0,0,"0,2",0,0,"5,8"
25/02/2023,ALF,2000,"29,5","27,8","0,1","1,6","5,6","15,7","1,8","1,5",0,0,"10,3",0,"2,5","2,2",0,0,2
23/02/2023,Opti03,2000,40,"25,7","0,1","1,2","7,1","10,1","0,8","0,4","1,2",0,"12,3",0,"0,5","1,7",0,0,"1,7"
20/02/2023,TEAM,1930,"37,5","24,5","0,1",0,"6,6","11,6",0,0,0,0,"10,8",0,0,"0,2",0,0,"8,8"
20/02/2023,İEA,2000,"33,7","25,8","0,1","1,3","6,8","13,9","1,3","0,7",0,0,"9,7","1,4","1,9","1,5",0,0,"0,5"
2/2/2023,Avrasya,2460,"32,1","31,5","0,1","1,2","5,1","12,8","3,5",0,0,0,"11,6",0,"1,4","0,2",0,0,"2,5"
26/01/2023,ORC,4580,"30,2","23,1","0,1",0,"5,5","19,3","2,6","2,7",0,0,"9,9",0,"1,8","0,2","2,3","1,4","3,5"
24/01/2023,ALF,2000,31,"26,1","0,1",0,"6,1","15,8","2,4","2,7",0,0,"9,7",0,"1,8","1,4","2,2",0,"1,9"
24/01/2023,ASAL,2520,"39,2","23,8","0,1",0,"7,5","12,3",0,0,0,0,10,0,0,"0,2",0,0,"7,1"
16/01/2023,ORC,3920,"31,5","25,5","0,1",0,"6,5","19,3","2,3","2,8",0,0,"9,1",0,"1,4","0,2",0,0,"2,7"
14/01/2023,TEAM,2524,"37,5",26,"0,1",0,"6,5","11,7",0,0,0,0,"11,9",0,0,"0,2",0,0,"7,3"
13/01/2023,Areda Survey,4900,"40,8","22,6","0,1","1,3","10,3","9,9","0,8","0,1","0,8",0,"7,5","0,4","0,8","0,6",0,0,"1,3"
9/1/2023,Piar,2611,"31,2","25,1","0,1",0,"6,3","14,3","1,1","3,8",0,0,"9,8",0,"1,6","0,2",0,"1,9","3,5"
8/1/2023,Avrasya,2612,"29,5","31,1","0,1","1,2","5,6","13,8","3,5",0,0,0,"11,2",0,"1,7","0,2",0,0,"2,4"
7/1/2023,MAK,5750,"34,3",25,"0,1","1,3","6,3","15,6","2,5","1,2","0,9",0,"11,3",0,1,"0,2","0,1","1,2",2
5/1/2023,ORC,3780,32,"23,5","0,1",0,"6,2","19,1","2,5","2,9",0,0,"7,9",0,0,"0,2","2,2","1,8","2,5"
2/1/2023,Sosyo Politik,1582,"33,2","28,5","0,1",0,"6,5","13,3","2,9","0,7","0,8",0,"10,7","0,6","0,4","0,2",0,0,0
1/1/2023,Opti03,2001,"41,1","23,6","0,1","0,7",8,"8,1","1,1","0,9",1,0,"10,5",0,"2,3","1,2","0,5",0,"1,7"
15/01/2023,Aksoy,1537,"33,3","25,5","0,1",0,"7,7","14,6","1,2","0,2","1,1",0,"7,3",0,0,"0,2",0,0,"5,2"
28/12/2022,TÜSİAR,3453,"37,2","23,5","0,1",2,"7,9","11,2","1,4","1,7","1,2",0,"11,7",0,"1,1","0,6",0,0,"2,3"
27/12/2022,Yön09em,2400,"32,1","25,5","0,1","1,9","8,1","13,5","1,5",0,"0,6",0,"11,1",2,"2,7",1,0,0,"1,4"
25/12/2022,Area,2004,"32,7","26,4","0,1","1,4",7,14,"3,1","0,5","0,5",0,"10,4",0,"2,7","0,2",0,0,"1,7"
25/12/2022,ALF,2750,"30,5","27,3","0,1",1,"7,1","14,4","2,3",3,0,0,"10,2",0,2,"0,2","2,1",0,"1,2"
24/12/2022,Artıbir,1500,"30,6","28,1","0,1","0,2","6,1","14,3","4,6","1,2","1,1",0,"10,7",0,"0,7","0,2",0,1,0
22/12/2022,ORC,4220,"31,2","24,2","0,1","1,2","7,1","17,5","2,3","2,4",0,0,"11,8",0,"1,7","0,2",2,"1,4","1,5"
18/12/2022,Piar,2618,"29,8","26,7","0,1",0,"9,1","10,3","2,3","3,8",0,0,11,0,3,"0,2",0,2,"3,2"
18/12/2022,MetroPOLL,2077,"36,9","24,7","0,1","1,3","7,3","12,5",1,0,"0,8",0,"10,1","0,8",2,"0,1",0,0,"1,6"
18/12/2022,ASAL,2142,"36,2","24,2","0,1","1,3","8,5","12,5","0,8","0,5","1,1",0,"11,6",0,0,"0,1",0,0,"3,6"
18/12/2022,Themis,4779,"31,2","28,3","0,1",0,"6,6","12,6","1,4",0,0,0,"10,4",0,"8,2","1,9",0,0,"1,9"
14/12/2022,Opti03,2502,"39,2","23,9","0,1",1,"8,6","10,9","0,9","0,9","0,9",0,"7,4",0,"0,5","0,1",0,0,0
12/12/2022,Global & Akademetre,1000,39,"27,1","0,1",0,"9,8","11,3","0,2","0,2","0,9",0,"12,7",0,0,"0,1","0,1","0,1","0,8"
6/12/2022,ORC,3670,"30,8",24,"0,1","1,6",7,"17,1","2,3","2,8",0,0,"8,3",0,"1,5",1,"2,1","1,3","1,2"
12/3/2022,Avrasya,2612,"29,2","31,5","0,1","1,5","5,8","13,2","3,4",0,0,0,"7,8",0,2,"0,1",0,0,"1,7"
15/12/2022,SAROS,11106,"35,4","26,2","0,1","0,9","6,3",12,"2,7","1,1","0,5",0,"11,3","0,3","1,2","0,3",0,0,"2,6"
15/12/2022,HBS,55000,"30,9","25,2","0,1",0,"6,3","20,8",0,0,0,0,"7,2",0,0,"0,1",0,0,"6,5"
15/12/2022,TEAM,5521,"35,2","26,9","0,1",0,"7,9","12,6",0,0,0,0,11,0,0,"0,1",0,0,"7,2"
30/11/2022,Areda Survey,2000,"39,4","23,7","0,1","1,2","9,6","11,3","0,8","0,1","0,6",0,"9,2","0,3",1,"0,6",0,0,"0,7"
30/11/2022,Artıbir,1500,"30,4","27,9","0,1","0,3","5,4","14,7","4,8","1,3","1,2",0,"10,1",0,"0,8","0,3",0,"1,1",0
29/11/2022,Aksoy,1537,"32,9","28,7","0,1",0,"7,8","13,9","0,7","0,7","0,6",0,"10,7",0,0,"0,1",0,0,"3,7"
27/11/2022,Yön09em,2400,"32,8","26,3","0,1","1,7","7,2","13,9","1,6",0,"0,8",0,"10,3","1,4","2,3","0,7",0,0,"1,1"
25/11/2022,Area,2005,"34,4","25,8","0,1",0,7,"14,6",3,1,1,0,"9,1",0,1,"0,1",0,0,"0,7"
24/11/2022,ASAL,2500,"37,7","24,4","0,1","1,4","8,7","11,2","1,2","0,8","0,8",0,"11,9",0,1,"0,6",0,0,"1,8"
23/11/2022,ORC,4280,"31,1","24,2","0,1","1,5","6,8","17,8","2,3","2,7",0,0,"10,8",0,0,"0,1",2,"1,5","2,7"
22/11/2022,MetroPOLL,2122,"36,5","24,7","0,1","1,2","8,2","11,2",0,0,"1,2",0,"7,7",0,0,"0,1",0,0,"4,3"
17/11/2022,ALF,2150,"29,4","28,1","0,1",1,"6,7","13,3","2,4","2,2",0,0,"10,7",0,"2,5","1,2","2,1","1,5","1,3"
8/11/2022,MAK,5750,"33,5","25,3","0,1","1,3","6,8","16,2","2,5","1,3","0,6",0,"9,8",0,"1,2","0,2","0,1","1,2",2
11/6/2022,Avrasya,2560,30,"30,6","0,1","1,2","6,8","13,3","3,4",0,0,0,"7,3",0,"1,8","0,1",0,0,"1,6"
4/11/2022,ORC,3420,"30,4",24,"0,1","1,1","6,5","17,6","2,5","2,6",0,0,"10,1",0,0,"1,2","2,1","1,9","2,9"
15/11/2022,SAROS,11028,"33,1","25,9","0,1","1,2","6,3","11,5","3,3",1,"0,8",0,"8,3","0,3","1,8","0,6",0,"0,6","2,6"
15/11/2022,BETİ03,2000,"38,3","22,2","0,1",2,"8,5","12,5","0,9","0,3","1,3",0,"11,2","0,7","1,9",1,0,0,"1,2"
28/10/2022,Yön09em,2400,"32,4","29,1","0,1",2,"5,8","12,4","1,6","0,4","0,8",0,"10,5","1,3","2,4","0,6",0,0,"1,1"
26/10/2022,ADA,3029,"40,2","22,6","0,1","2,4","8,6","10,4","1,1",0,"0,4",0,"9,2",0,"1,3","0,8",0,0,"1,5"
26/10/2022,Area,2376,"33,2","24,8","0,1",1,"8,7",16,"2,1",1,1,0,11,0,"1,4","0,1",0,0,"0,5"
24/10/2022,ALF,4100,"28,2","28,4","0,1",1,"6,2","14,5",2,"2,1",0,0,"7,1",0,"2,3","1,7","1,8","1,7",2
18/10/2022,MetroPOLL,2145,"36,3","23,2","0,1",0,10,"12,4","1,4",0,"1,3",0,"13,9",0,"0,7","0,1",0,0,"2,8"
18/10/2022,Artıbir,1500,"30,2","27,9","0,1","0,6","6,9","14,8","4,2","1,7","1,2",0,"10,7",0,"1,2","0,5",0,0,"1,2"
15/10/2022,MAK,5750,"32,7",26,"0,1","1,1","7,2","15,8","2,1","1,3","0,9",0,"10,6",0,"1,6","0,2","0,2","1,2",2
14/10/2022,ASAL,2312,"38,4","23,5","0,1","1,1","9,1",11,"1,4","0,9","0,9",0,"12,3",0,"1,5","0,7",0,0,"0,8"
13/10/2022,Piar,2524,"28,6","28,1","0,1","1,6","8,6","11,7","1,5","2,9","0,9",0,8,"0,9","2,7","0,1",0,"1,9","2,7"
10/10/2022,ORC,3680,"30,2","24,5","0,1",0,"6,3","18,7","2,4","3,5",0,0,"9,4",0,0,"0,1","1,5","1,8","3,8"
3/10/2022,TÜSİAR,5542,"36,3","24,1","0,1","1,9","7,1","11,1","2,2","1,7","1,1",0,"13,1","0,9","1,2",1,0,0,"1,3"
3/10/2022,ALF,2560,"28,6","29,1","0,1",0,6,"14,1","2,2",2,1,0,"10,1",0,"2,5","1,4",0,"1,8","4,8"
15/10/2022,Aksoy,1537,"31,7","28,1","0,1",0,"7,8","13,3","1,4","0,3","1,3",0,"10,3",0,0,"0,1",0,0,"4,9"
29/09/2022,Areda Survey,2000,38,25,"0,1",0,"10,1","10,2","1,2",0,"0,8",0,"10,1",0,0,"0,1",0,0,0
30/09/2022,Yön09em,2400,"31,1","28,4","0,1","1,8","7,1","13,5","2,4","0,3","0,6",0,8,"1,1","2,1","0,7",0,0,0
26/09/2022,Opti03,2231,"37,8","25,9","0,1","1,2","9,5","9,8",1,"0,5","0,6",0,"8,2",0,1,"0,5","0,6",0,"0,6"
21/09/2022,ORC,6190,"30,6","24,8","0,1",0,6,"19,4",2,"2,6",0,0,"11,1",0,0,"0,1","1,8","1,7","5,7"
20/09/2022,MetroPOLL,2119,"33,6","24,8","0,1","1,4","9,1","12,2","1,4",0,"0,8",0,"7,2",0,1,"0,1",0,0,"1,7"
20/09/2022,Area,3123,30,"27,1","0,1","1,1","8,7",15,"3,1","0,7",1,0,13,0,"1,5","0,1",0,0,"1,1"
18/09/2022,Piar,2608,"29,1","28,1","0,1","1,4","8,6","11,2","1,9","1,1","0,9",0,"9,9","0,8","3,5","0,1",0,"1,8","2,8"
14/09/2022,Artıbir,1500,"28,6","28,7","0,1","0,4","5,8","15,1","4,7","1,9","1,4",0,"10,1",0,"0,8","0,3",0,0,0
9/9/2022,ALF,3920,"27,2",28,"0,1",0,"6,2","16,9","2,5","1,3","1,1",0,"10,5",0,"2,3","1,4",2,"1,7","3,4"
9/1/2022,Yön09em,2403,"29,5","29,7","0,1",2,"6,4","13,5","1,7","0,3","0,8",0,"11,2","1,6","3,4","0,1",0,0,"1,7"
15/09/2022,SAROS,2025,"32,4","26,2","0,1",1,"7,4","12,5",3,"0,8","0,7",0,"9,1",0,"1,9","0,5",0,0,"0,5"
15/09/2022,Aksoy,1067,"29,7","29,1","0,1",0,"7,6","14,1","2,1",1,"1,1",0,"10,2",0,0,"0,1",0,0,"5,1"
31/08/2022,Bulgu,1800,"31,6",30,"0,1","2,2","6,1","13,1",2,"0,5","0,9",0,10,0,"2,2","0,8",0,0,"0,3"
30/08/2022,Area,2000,"30,6","28,2","0,1","1,5","7,5","14,6","3,5","0,7",1,0,"8,7",0,"1,8",0,0,0,"0,5"
28/08/2022,Avrasya,2000,"30,1","32,1","0,1","1,5",7,"12,1","4,1","0,4","0,8",0,10,0,"3,1","0,4",0,0,"0,4"
27/08/2022,ALF,4400,27,"28,3","0,1",0,"6,7","18,7","2,3","1,1",1,0,"10,6",0,"1,7","1,2","2,1",0,"1,7"
27/08/2022,Areda Survey,2000,"36,6","24,4","0,1","1,6","10,4",11,"1,3",0,"0,8",0,"10,8",0,"1,4","0,4",0,0,"0,9"
22/08/2022,ORC,5310,"27,3","25,1","0,1",0,"6,1","21,1","2,1","2,2","1,4",0,"11,2",0,0,0,"1,9","1,8","3,8"
17/08/2022,MetroPOLL,1717,"32,8","23,4","0,1",1,"6,9","13,9","3,3",0,"1,6",0,"10,1",0,"2,7",0,0,0,"1,3"
15/08/2022,Opti03,2000,"37,2",26,"0,1","1,5","9,5",10,1,"0,6","0,7",0,"10,3",0,"1,5",0,0,0,0
15/08/2022,ASAL,2500,"35,5","25,7","0,1","1,1","8,9","11,6","1,6","0,8","0,9",0,"10,8",0,"1,3","0,8","0,9",0,"0,8"
8/8/2022,Avrasya,2410,"28,5","29,9","0,1",0,"7,1","13,3","5,1","1,2","1,2",0,"7,6",0,"1,3",0,0,0,"1,9"
5/8/2022,Piar,2604,"28,1","28,5","0,1",0,"7,8","12,9",3,"3,5",0,0,"11,2",0,0,0,0,"1,8","3,2"
8/1/2022,Yön09em,2400,"29,6","29,4","0,1","2,3",6,"14,9","2,2","0,6","0,6",0,"10,7",1,"2,5",0,0,0,"1,8"
15/08/2022,ADA,5002,"37,3","24,5","0,1","1,2","7,7","10,3","1,6","0,8","1,2",0,"12,8",0,2,"1,1",0,0,"2,1"
15/08/2022,Aksoy,1067,"29,8",29,"0,1",0,"7,6","13,7",0,0,0,0,"8,5",0,0,0,0,0,10
15/08/2022,ALF,7450,"27,7","28,1","0,1","0,8","7,1",19,"2,1","1,4","0,9",0,"10,6",0,"1,6","1,1",0,0,"1,5"
31/07/2022,Aksoy,1067,"29,7","28,8","0,1",0,"7,8",14,"2,5","1,3","0,9",0,"10,4",0,0,0,0,0,"5,2"
30/07/2022,Areda Survey,2000,"35,6","24,3","0,1",0,"10,3","13,5",0,0,0,0,10,0,0,0,0,0,0
